MEREK,BRAND,TIPE HOSE,Working Pressure Bar,Working Pressure Psi,Hose O.D. (mm),Hose O.D. (in),Hose I.D. (mm),Hose I.D. (in),Temperature Range (°C),Bend Radius (mm),tipe kawat,Standard,Inch,DN,Min Burst Pressure bar,Min Bar Pressure psi,Type Bend
INTERPUMP,INTERPUMP GROUP,R1-12,200.0,2901.0,27.9,1.098,19.3,0.76,-40 to 120,180.4,1 Wire Braid,ISO 18752 A/D,,,,,
INTERPUMP,INTERPUMP GROUP,R1-16,180.0,2611.0,32.0,1.26,23.6,0.929,-30 to 125,270.2,2 Wire Braid,SAE 100 R2,,,,,
INTERPUMP,INTERPUMP GROUP,R1-16,350.0,5076.0,33.5,1.319,23.6,0.929,-40 to 120,71.0,4S - 4 Wire Spiral,SAE 100 R15,,,,,
INTERPUMP,INTERPUMP GROUP,R1-32,275.0,3989.0,52.2,2.055,46.8,1.843,-30 to 120,266.7,6S - 6 Wire Spiral,SAE 100 R15,,,,,
INTERPUMP,INTERPUMP GROUP,R1-32,450.0,6527.0,56.2,2.213,48.7,1.917,-50 to 120,245.3,4S - 4 Wire Spiral,SAE 100 R2,,,,,
INTERPUMP,INTERPUMP GROUP,R2-10,225.0,3263.0,22.2,0.874,14,0.551,-30 to 125,197.2,2 Wire Braid,EN 856 4SP,,,,,
INTERPUMP,INTERPUMP GROUP,R2-10,180.0,2611.0,20.9,0.823,14.7,0.579,-40°C to 100°C,228.2,4S - 4 Wire Spiral,EN 853 1SN,,,,,
INTERPUMP,INTERPUMP GROUP,R2-12,350.0,5076.0,24.3,0.957,17,0.669,-50 to 125,165.0,1 Wire Braid,SAE 100 R12,,,,,
INTERPUMP,INTERPUMP GROUP,R2-16,225.0,3263.0,33.9,1.335,26.7,1.051,-40 to 150,285.8,6S - 6 Wire Spiral,EN 853 1SN,,,,,
INTERPUMP,INTERPUMP GROUP,R2-32,420.0,6092.0,54.8,2.157,47.2,1.858,-30 to 120,149.7,4S - 4 Wire Spiral,SAE 100 R15,,,,,
INTERPUMP,INTERPUMP GROUP,R2-6,500.0,7252.0,13.6,0.535,8.5,0.335,-30 to 120,224.4,2 Wire Braid,SAE 100 R13,,,,,
INTERPUMP,INTERPUMP GROUP,R2-8,420.0,6092.0,17.8,0.701,12.7,0.5,-30 to 125,292.9,2 Wire Braid,EN 856 4SP,,,,,
INTERPUMP,INTERPUMP GROUP,R2-8,180.0,2611.0,21.1,0.831,13,0.512,-40°C to 100°C,140.1,6S - 6 Wire Spiral,EN 853 2SN,,,,,
INTERPUMP,INTERPUMP GROUP,XT-12,275.0,3989.0,21.0,0.827,16.9,0.665,-50 to 100,214.1,1 Wire Braid,SAE 100 R12,,,,,
INTERPUMP,INTERPUMP GROUP,XT-4,250.0,3626.0,15.9,0.626,6.7,0.264,-50 to 125,69.6,2 Wire Braid,SAE 100 R13,,,,,
INTERPUMP,INTERPUMP GROUP,XT-6,215.0,3118.0,20.0,0.787,10.2,0.402,-40 to 150,137.5,4S - 4 Wire Spiral,EN 856 4SP,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,1SN-16,225.0,3263.0,30.6,1.205,23.6,0.929,-30 to 120,182.9,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,1SN-16,350.0,5076.0,33.0,1.299,24.9,0.98,-40°C to 125°C,199.9,1 Wire Braid,EN 856 4SP,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,1SN-32,380.0,5511.0,55.7,2.193,47.6,1.874,-30 to 120,61.4,2 Wire Braid,SAE 100 R1,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,1SN-32,160.0,2321.0,57.8,2.276,50,1.969,-40 to 150,230.7,4S - 4 Wire Spiral,SAE 100 R2,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,1SN-32,275.0,3989.0,55.0,2.165,50.4,1.984,-50 to 100,64.3,6S - 6 Wire Spiral,EN 856 4SP,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,1SN-4,320.0,4641.0,13.4,0.528,5.8,0.228,-30 to 100,104.0,4S - 4 Wire Spiral,EN 853 2SN,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,2SN-20,225.0,3263.0,40.4,1.591,30.8,1.213,-50 to 100,96.8,1 Wire Braid,SAE 100 R15,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,2SN-20,250.0,3626.0,40.2,1.583,32.7,1.287,-40°C to 125°C,250.5,6S - 6 Wire Spiral,EN 853 1SN,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SH-12,160.0,2321.0,21.5,0.846,17,0.669,-40 to 150,232.9,6S - 6 Wire Spiral,SAE 100 R2,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SH-12,160.0,2321.0,27.7,1.091,18.1,0.713,-50 to 125,203.3,4S - 4 Wire Spiral,EN 856 4SP,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SH-20,350.0,5076.0,38.1,1.5,32.4,1.276,-50 to 150,56.0,6S - 6 Wire Spiral,SAE 100 R1,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SH-20,300.0,4351.0,42.1,1.657,33,1.299,-40 to 150,179.5,4S - 4 Wire Spiral,SAE 100 R2,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SH-20,160.0,2321.0,37.0,1.457,32.9,1.295,-40 to 120,167.5,2 Wire Braid,SAE 100 R13,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SH-24,300.0,4351.0,45.7,1.799,37.3,1.469,-40°C to 100°C,104.4,2 Wire Braid,SAE 100 R1,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SP-12,275.0,3989.0,24.5,0.965,17.7,0.697,-30 to 120,79.8,1 Wire Braid,ISO 18752 A/D,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SP-16,215.0,3118.0,32.0,1.26,25.2,0.992,-30 to 125,109.6,2 Wire Braid,SAE 100 R15,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SP-20,180.0,2611.0,35.4,1.394,28.6,1.126,-40°C to 125°C,124.8,1 Wire Braid,ISO 18752 A/D,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SP-24,180.0,2611.0,48.5,1.909,38.7,1.524,-30 to 150,146.1,4S - 4 Wire Spiral,SAE 100 R12,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SP-32,250.0,3626.0,52.8,2.079,45.5,1.791,-50 to 120,182.4,4S - 4 Wire Spiral,SAE 100 R13,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SP-32,420.0,6092.0,52.8,2.079,47.3,1.862,-30 to 150,127.4,4S - 4 Wire Spiral,SAE 100 R15,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,4SP-4,215.0,3118.0,15.0,0.591,5.9,0.232,-50 to 120,264.0,2 Wire Braid,SAE 100 R15,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,GH-12,420.0,6092.0,24.5,0.965,19,0.748,-50 to 150,254.3,2 Wire Braid,EN 853 2SN,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,GH-16,500.0,7252.0,35.5,1.398,26.9,1.059,-50 to 150,229.2,6S - 6 Wire Spiral,EN 853 1SN,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,GH-16,250.0,3626.0,29.2,1.15,24.6,0.969,-40°C to 125°C,208.8,1 Wire Braid,SAE 100 R12,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,GH-24,300.0,4351.0,41.0,1.614,33.9,1.335,-50 to 100,122.1,4S - 4 Wire Spiral,SAE 100 R15,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,HP-20,500.0,7252.0,39.2,1.543,32.6,1.283,-40 to 150,74.5,2 Wire Braid,SAE 100 R13,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,HP-20,320.0,4641.0,37.3,1.469,29.9,1.177,-50 to 125,233.6,4S - 4 Wire Spiral,SAE 100 R1,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,HP-20,320.0,4641.0,35.8,1.409,29,1.142,-40°C to 100°C,72.2,1 Wire Braid,EN 856 4SP,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,HP-24,420.0,6092.0,46.4,1.827,39.9,1.571,-40 to 120,117.8,4S - 4 Wire Spiral,SAE 100 R12,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,HP-24,160.0,2321.0,46.5,1.831,38.4,1.512,-50 to 125,177.1,4S - 4 Wire Spiral,EN 853 1SN,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,HP-24,160.0,2321.0,47.6,1.874,38.4,1.512,-50 to 100,80.4,4S - 4 Wire Spiral,SAE 100 R15,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,HP-4,250.0,3626.0,16.3,0.642,6.7,0.264,-40 to 120,206.5,4S - 4 Wire Spiral,SAE 100 R15,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,M2T-6,215.0,3118.0,13.8,0.543,9.6,0.378,-40 to 120,221.0,6S - 6 Wire Spiral,SAE 100 R13,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,M2T-6,180.0,2611.0,18.3,0.72,10,0.394,-40°C to 125°C,264.8,6S - 6 Wire Spiral,SAE 100 R2,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,M2T-6,160.0,2321.0,16.2,0.638,9.6,0.378,-40 to 120,298.7,4S - 4 Wire Spiral,SAE 100 R13,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R1-12,250.0,3626.0,23.8,0.937,19.2,0.756,-50 to 125,188.1,6S - 6 Wire Spiral,EN 856 4SH,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R1-12,380.0,5511.0,23.8,0.937,19.3,0.76,-30 to 100,128.5,4S - 4 Wire Spiral,SAE 100 R2,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R1-12,160.0,2321.0,29.6,1.165,19.9,0.783,-50 to 120,131.6,4S - 4 Wire Spiral,EN 856 4SP,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R1-20,300.0,4351.0,40.9,1.61,31.2,1.228,-50 to 100,197.7,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R1-32,500.0,7252.0,62.0,2.441,52.4,2.063,-50 to 100,227.3,6S - 6 Wire Spiral,EN 856 4SH,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R1-4,225.0,3263.0,10.7,0.421,6.1,0.24,-30 to 150,260.0,2 Wire Braid,EN 853 1SN,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R1-4,300.0,4351.0,14.0,0.551,6.6,0.26,-50 to 150,245.3,2 Wire Braid,ISO 18752 A/D,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R1-8,180.0,2611.0,16.5,0.65,12.1,0.476,-30 to 150,212.2,6S - 6 Wire Spiral,EN 853 1SN,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R2-10,500.0,7252.0,25.1,0.988,15.8,0.622,-40 to 120,153.9,2 Wire Braid,SAE 100 R12,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R2-16,160.0,2321.0,31.6,1.244,23,0.906,-40 to 150,210.2,1 Wire Braid,SAE 100 R2,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,R2-16,300.0,4351.0,33.4,1.315,24.3,0.957,-50 to 125,157.1,4S - 4 Wire Spiral,SAE 100 R13,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,XT-16,500.0,7252.0,31.3,1.232,22.6,0.89,-30 to 150,111.4,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
KOBELCO,KOBELCO CONSTRUCTION MACHINERY,XT-8,380.0,5511.0,18.5,0.728,13.3,0.524,-30 to 150,89.9,2 Wire Braid,EN 853 2SN,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,1SN-10,215.0,3118.0,24.8,0.976,16.1,0.634,-40 to 150,226.6,2 Wire Braid,SAE 100 R2,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,1SN-16,350.0,5076.0,30.4,1.197,24.4,0.961,-50 to 125,229.5,4S - 4 Wire Spiral,SAE 100 R15,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,1SN-24,380.0,5511.0,43.2,1.701,37.4,1.472,-30 to 125,267.7,4S - 4 Wire Spiral,SAE 100 R15,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,2SN-12,160.0,2321.0,26.9,1.059,17.3,0.681,-50 to 150,281.9,1 Wire Braid,SAE 100 R2,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,2SN-16,380.0,5511.0,28.8,1.134,23.8,0.937,-50 to 125,115.3,4S - 4 Wire Spiral,SAE 100 R12,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,2SN-6,225.0,3263.0,16.0,0.63,9.7,0.382,-50 to 100,128.4,1 Wire Braid,EN 856 4SH,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,2SN-8,320.0,4641.0,20.1,0.791,13.1,0.516,-40 to 120,75.6,1 Wire Braid,ISO 18752 A/D,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SH-16,380.0,5511.0,32.7,1.287,25.6,1.008,-30 to 100,257.6,1 Wire Braid,SAE 100 R15,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SH-32,180.0,2611.0,59.8,2.354,53.7,2.114,-50 to 150,105.9,4S - 4 Wire Spiral,EN 853 1SN,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-10,420.0,6092.0,18.9,0.744,14.2,0.559,-30 to 150,263.4,6S - 6 Wire Spiral,SAE 100 R12,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-12,160.0,2321.0,26.2,1.031,19.8,0.78,-50 to 125,112.9,1 Wire Braid,SAE 100 R1,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-20,380.0,5511.0,38.6,1.52,31.5,1.24,-50 to 150,272.5,6S - 6 Wire Spiral,SAE 100 R12,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-24,320.0,4641.0,39.8,1.567,35,1.378,-50 to 120,273.8,2 Wire Braid,EN 856 4SP,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-24,500.0,7252.0,38.8,1.528,34.6,1.362,-50 to 100,172.4,6S - 6 Wire Spiral,EN 856 4SH,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-32,380.0,5511.0,56.9,2.24,48.6,1.913,-50 to 120,159.7,1 Wire Braid,SAE 100 R12,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-32,300.0,4351.0,56.7,2.232,47.8,1.882,-50 to 120,284.7,4S - 4 Wire Spiral,EN 856 4SH,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-4,275.0,3989.0,13.7,0.539,6.5,0.256,-30 to 150,67.3,6S - 6 Wire Spiral,SAE 100 R2,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-6,320.0,4641.0,15.2,0.598,9.6,0.378,-30 to 100,241.3,2 Wire Braid,SAE 100 R13,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,4SP-6,300.0,4351.0,14.1,0.555,9.1,0.358,-40 to 150,86.3,2 Wire Braid,EN 856 4SP,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,GH-10,420.0,6092.0,20.1,0.791,15.4,0.606,-50 to 150,248.2,2 Wire Braid,EN 856 4SH,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,GH-16,350.0,5076.0,32.9,1.295,25.9,1.02,-50 to 120,129.8,1 Wire Braid,SAE 100 R1,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,GH-32,300.0,4351.0,54.7,2.154,49.4,1.945,-40°C to 125°C,132.5,4S - 4 Wire Spiral,EN 856 4SH,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,GH-4,225.0,3263.0,15.1,0.594,5.9,0.232,-50 to 150,148.1,2 Wire Braid,EN 853 2SN,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,HP-32,380.0,5511.0,63.1,2.484,53.3,2.098,-30 to 125,155.1,6S - 6 Wire Spiral,EN 853 1SN,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,M2T-20,215.0,3118.0,37.5,1.476,32.9,1.295,-40°C to 125°C,100.4,2 Wire Braid,SAE 100 R13,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,M2T-20,250.0,3626.0,34.0,1.339,29.2,1.15,-30 to 100,168.4,4S - 4 Wire Spiral,EN 856 4SH,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,M2T-32,500.0,7252.0,52.8,2.079,48.2,1.898,-50 to 120,102.2,4S - 4 Wire Spiral,EN 856 4SP,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,R1-10,450.0,6527.0,24.0,0.945,15.8,0.622,-30 to 150,78.3,4S - 4 Wire Spiral,SAE 100 R13,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,R2-20,160.0,2321.0,35.5,1.398,30.7,1.209,-50 to 150,258.9,1 Wire Braid,SAE 100 R13,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,R2-6,250.0,3626.0,15.1,0.594,9.1,0.358,-30 to 120,206.1,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,R2-8,320.0,4641.0,17.2,0.677,11.5,0.453,-30 to 100,172.4,6S - 6 Wire Spiral,EN 853 1SN,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,XT-16,250.0,3626.0,31.9,1.256,25.5,1.004,-30 to 150,258.9,6S - 6 Wire Spiral,EN 853 1SN,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,XT-16,250.0,3626.0,31.6,1.244,24.4,0.961,-40°C to 125°C,71.2,2 Wire Braid,ISO 18752 A/D,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,XT-20,200.0,2901.0,37.3,1.469,30.6,1.205,-40°C to 125°C,219.2,1 Wire Braid,SAE 100 R12,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,XT-32,180.0,2611.0,58.2,2.291,53.6,2.11,-50 to 120,230.9,4S - 4 Wire Spiral,EN 856 4SH,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,XT-4,350.0,5076.0,14.2,0.559,6.7,0.264,-40 to 120,176.2,4S - 4 Wire Spiral,EN 853 1SN,,,,,
KURIYAMA,KURIYAMA HOLDINGS CORPORATION,XT-4,350.0,5076.0,15.3,0.602,6.6,0.26,-30 to 125,100.1,2 Wire Braid,SAE 100 R2,,,,,
MANULI,MANULI,1SN-12,225.0,3263.0,25.3,0.996,16.9,0.665,-50 to 120,87.0,6S - 6 Wire Spiral,SAE 100 R15,,,,,
MANULI,MANULI,1SN-12,275.0,3989.0,24.8,0.976,18.7,0.736,-40 to 150,174.6,6S - 6 Wire Spiral,SAE 100 R12,,,,,
MANULI,MANULI,1SN-20,420.0,6092.0,40.4,1.591,32,1.26,-40°C to 125°C,207.0,2 Wire Braid,SAE 100 R1,,,,,
MANULI,MANULI,1SN-24,450.0,6527.0,46.7,1.839,37.1,1.461,-50 to 100,129.3,6S - 6 Wire Spiral,SAE 100 R13,,,,,
MANULI,MANULI,2SN-12,275.0,3989.0,27.0,1.063,17.5,0.689,-40°C to 100°C,61.6,6S - 6 Wire Spiral,EN 856 4SH,,,,,
MANULI,MANULI,2SN-16,500.0,7252.0,30.3,1.193,22.6,0.89,-40 to 150,250.8,6S - 6 Wire Spiral,EN 853 1SN,,,,,
MANULI,MANULI,2SN-16,450.0,6527.0,34.4,1.354,24.7,0.972,-30 to 125,59.8,6S - 6 Wire Spiral,SAE 100 R1,,,,,
MANULI,MANULI,2SN-16,225.0,3263.0,34.6,1.362,25,0.984,-40 to 150,132.2,6S - 6 Wire Spiral,EN 856 4SP,,,,,
MANULI,MANULI,2SN-20,215.0,3118.0,38.0,1.496,33.4,1.315,-50 to 100,84.6,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
MANULI,MANULI,2SN-24,450.0,6527.0,42.9,1.689,34.8,1.37,-50 to 150,268.1,6S - 6 Wire Spiral,SAE 100 R13,,,,,
MANULI,MANULI,2SN-6,350.0,5076.0,16.2,0.638,9.9,0.39,-30 to 125,251.8,6S - 6 Wire Spiral,SAE 100 R2,,,,,
MANULI,MANULI,4SH-10,275.0,3989.0,20.5,0.807,15.7,0.618,-40°C to 100°C,156.1,1 Wire Braid,SAE 100 R1,,,,,
MANULI,MANULI,4SP-16,380.0,5511.0,33.4,1.315,24.4,0.961,-40°C to 100°C,124.0,6S - 6 Wire Spiral,SAE 100 R1,,,,,
MANULI,MANULI,4SP-4,300.0,4351.0,14.1,0.555,6.2,0.244,-50 to 150,245.8,2 Wire Braid,EN 856 4SP,,,,,
MANULI,MANULI,4SP-4,180.0,2611.0,12.4,0.488,6.7,0.264,-30 to 150,138.8,2 Wire Braid,SAE 100 R12,,,,,
MANULI,MANULI,4SP-8,275.0,3989.0,21.8,0.858,13.4,0.528,-50 to 125,240.4,4S - 4 Wire Spiral,EN 853 1SN,,,,,
MANULI,MANULI,GH-24,200.0,2901.0,43.6,1.717,38.9,1.531,-50 to 100,60.6,4S - 4 Wire Spiral,SAE 100 R1,,,,,
MANULI,MANULI,HP-12,250.0,3626.0,25.0,0.984,19.9,0.783,-30 to 125,79.7,2 Wire Braid,SAE 100 R1,,,,,
MANULI,MANULI,HP-12,380.0,5511.0,26.5,1.043,17,0.669,-30 to 100,276.5,1 Wire Braid,ISO 18752 A/D,,,,,
MANULI,MANULI,HP-12,180.0,2611.0,25.7,1.012,18.8,0.74,-50 to 150,153.2,4S - 4 Wire Spiral,EN 856 4SH,,,,,
MANULI,MANULI,HP-16,380.0,5511.0,31.7,1.248,25.4,1,-50 to 150,181.5,1 Wire Braid,EN 856 4SP,,,,,
MANULI,MANULI,HP-20,450.0,6527.0,37.8,1.488,29.2,1.15,-50 to 125,175.4,4S - 4 Wire Spiral,EN 853 1SN,,,,,
MANULI,MANULI,HP-24,250.0,3626.0,43.3,1.705,38.5,1.516,-50 to 150,177.2,2 Wire Braid,SAE 100 R12,,,,,
MANULI,MANULI,M2T-12,320.0,4641.0,27.4,1.079,18.2,0.717,-30 to 100,216.4,2 Wire Braid,SAE 100 R15,,,,,
MANULI,MANULI,M2T-16,350.0,5076.0,31.2,1.228,24.6,0.969,-50 to 120,275.9,2 Wire Braid,EN 856 4SP,,,,,
MANULI,MANULI,M2T-24,225.0,3263.0,43.8,1.724,34.5,1.358,-40°C to 125°C,275.3,1 Wire Braid,SAE 100 R13,,,,,
MANULI,MANULI,M2T-24,275.0,3989.0,41.8,1.646,36.1,1.421,-30 to 120,289.0,4S - 4 Wire Spiral,SAE 100 R15,,,,,
MANULI,MANULI,M2T-24,200.0,2901.0,44.4,1.748,36.9,1.453,-30 to 100,148.4,2 Wire Braid,EN 856 4SH,,,,,
MANULI,MANULI,M2T-32,275.0,3989.0,57.4,2.26,51,2.008,-50 to 150,159.7,6S - 6 Wire Spiral,SAE 100 R12,,,,,
MANULI,MANULI,M2T-6,215.0,3118.0,15.5,0.61,9.9,0.39,-40°C to 125°C,171.6,4S - 4 Wire Spiral,SAE 100 R1,,,,,
MANULI,MANULI,M2T-6,250.0,3626.0,17.9,0.705,8.7,0.343,-50 to 125,83.0,6S - 6 Wire Spiral,SAE 100 R2,,,,,
MANULI,MANULI,R2-12,420.0,6092.0,23.4,0.921,18.1,0.713,-30 to 125,121.8,2 Wire Braid,SAE 100 R13,,,,,
MANULI,MANULI,R2-12,225.0,3263.0,25.6,1.008,18.4,0.724,-30 to 125,262.7,1 Wire Braid,SAE 100 R2,,,,,
MANULI,MANULI,R2-20,380.0,5511.0,38.5,1.516,33.7,1.327,-50 to 150,273.6,4S - 4 Wire Spiral,EN 856 4SH,,,,,
MANULI,MANULI,R2-20,450.0,6527.0,40.8,1.606,32.3,1.272,-40°C to 100°C,225.1,4S - 4 Wire Spiral,SAE 100 R2,,,,,
MANULI,MANULI,R2-24,215.0,3118.0,40.7,1.602,34.4,1.354,-30 to 150,138.7,1 Wire Braid,SAE 100 R2,,,,,
MANULI,MANULI,R2-4,200.0,2901.0,12.6,0.496,6.1,0.24,-40 to 120,222.4,1 Wire Braid,SAE 100 R15,,,,,
MANULI,MANULI,R2-4,300.0,4351.0,11.8,0.465,6.3,0.248,-40°C to 100°C,197.0,4S - 4 Wire Spiral,SAE 100 R15,,,,,
MANULI,MANULI,R2-8,320.0,4641.0,18.3,0.72,12.1,0.476,-40°C to 125°C,150.4,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
MANULI,MANULI,XT-10,225.0,3263.0,19.7,0.776,15.3,0.602,-50 to 125,57.6,4S - 4 Wire Spiral,SAE 100 R12,,,,,
MANULI,MANULI,XT-12,215.0,3118.0,28.3,1.114,20.2,0.795,-30 to 125,177.5,1 Wire Braid,ISO 18752 A/D,,,,,
MANULI,MANULI,XT-16,420.0,6092.0,31.3,1.232,23.6,0.929,-50 to 100,127.4,2 Wire Braid,SAE 100 R13,,,,,
MANULI,MANULI,XT-20,300.0,4351.0,36.0,1.417,31.6,1.244,-40°C to 100°C,118.7,2 Wire Braid,EN 856 4SP,,,,,
MANULI,MANULI,XT-6,180.0,2611.0,15.7,0.618,10.1,0.398,-50 to 100,111.7,6S - 6 Wire Spiral,EN 856 4SH,,,,,
MANULI,MANULI,XT-8,320.0,4641.0,18.0,0.709,13.2,0.52,-50 to 120,124.2,2 Wire Braid,SAE 100 R15,,,,,
,,,,,,,,,,,,,,,,,
MOELLER,EATON CORPORATION,MOE.4SH-12,420.0,6090.0,32.2,,19,, -40°C to 100°C,300.0,,,3/4 i,19.0,1680.0,24360.0,
MOELLER,EATON CORPORATION,MOE.4SH-16,380.0,5510.0,38.7,,25.4,, -40°C to 100°C,340.0,,,1 i,25.0,1520.0,22040.0,
MOELLER,EATON CORPORATION,MOE.4SH-20,325.0,4713.0,45.5,,31.8,, -40°C to 100°C,460.0,,,1 1/4 i,31.0,1300.0,18850.0,
MOELLER,EATON CORPORATION,MOE.4SH-24,290.0,4205.0,53.3,,38.1,, -40°C to 100°C,560.0,,,1 1/2 i,38.0,1160.0,16820.0,
MOELLER,EATON CORPORATION,MOE.4SH-32,250.0,3625.0,68.1,,50.8,, -40°C to 100°C,660.0,,,2 i,51.0,1000.0,14500.0,
MOELLER,EATON CORPORATION,MOE.4SP-06,450.0,6525.0,21.4,,9.5,, -40°C to 100°C,180.0,,,3/8 i,10.0,1800.0,26100.0,
MOELLER,EATON CORPORATION,MOE.4SP-08,415.0,6018.0,24.6,,12.7,, -40°C to 100°C,230.0,,,1/2 i,12.0,1660.0,24070.0,
MOELLER,EATON CORPORATION,MOE.4SP-10,350.0,4930.0,28.2,,15.9,, -40°C to 100°C,250.0,,,5/8 i,16.0,1400.0,20300.0,
